neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,availability_365
2,52,1,115,3,34,249
1,153,2,55,1,32,333
4,69,2,149,2,5,340
2,81,2,52,4,4,329
3,96,1,151,6,22,56
3,62,2,90,4,9,13
1,112,2,50,1,1,61
4,105,2,89,4,2,175
4,15,1,200,1,32,324
2,215,2,165,3,0,89
2,205,2,116,3,2,16
3,35,1,150,2,7,3
2,59,1,170,4,12,308
3,65,1,120,2,0,39
4,107,1,275,1,0,329
2,215,2,125,2,3,54
2,29,2,100,3,29,31
3,62,2,150,1,5,83
2,8,1,100,2,8,46
3,207,2,90,2,24,119
2,160,1,195,3,33,241
2,14,2,55,2,18,310
2,14,2,55,2,13,330
3,62,1,175,3,27,128
2,29,2,59,5,8,177
3,202,2,105,1,3,90
2,215,1,200,2,1,27
2,52,2,82,2,21,175
2,61,2,75,1,2,125
2,92,1,136,2,13,3
2,61,2,65,1,4,125
3,62,2,49,5,14,12
2,32,1,160,4,2,4
2,14,3,36,1,9,365
3,87,2,129,1,35,365
2,183,1,159,1,11,262
3,95,1,100,5,10,177
3,104,2,60,1,26,365
2,92,2,105,4,0,8
4,172,2,60,1,6,167
2,14,2,42,2,34,9
2,92,2,120,5,8,179
4,80,2,120,2,0,35
4,57,1,125,3,16,123
4,78,2,80,1,21,362
2,21,3,25,3,8,88
2,90,3,35,3,2,50
4,107,1,150,1,20,147
2,215,1,180,3,22,98
3,95,2,120,3,22,10
4,4,1,130,2,0,215
2,160,2,49,2,9,132
2,14,1,139,1,10,20
3,203,1,135,1,0,93
4,69,2,60,2,11,318
3,120,1,197,5,1,12
3,95,1,112,4,9,89
3,65,1,140,2,19,18
4,55,2,125,1,0,363
3,203,1,245,2,33,262
2,14,1,175,4,6,1
2,92,1,199,2,14,250
4,4,1,250,1,0,90
1,200,2,60,1,0,268
2,14,2,55,2,27,346
2,14,2,55,2,27,351
2,29,2,65,2,3,28
2,14,2,52,2,25,328
2,14,2,55,2,24,347
2,92,1,125,5,5,68
3,35,2,200,4,13,172
2,29,2,65,3,5,6
3,95,1,175,5,1,89
3,65,1,225,2,6,87
3,95,1,175,2,1,14
1,112,2,80,3,24,72
2,14,1,155,1,17,118
4,78,2,75,1,25,360
2,14,1,250,4,36,202
2,52,2,85,1,1,65
4,78,2,85,1,31,337
1,119,2,50,1,13,280
2,14,2,85,3,11,170
4,184,1,85,3,33,44
2,215,1,172,3,32,78
2,24,2,45,1,1,39
3,95,1,170,3,3,180
2,75,2,50,2,2,77
4,186,2,55,1,0,8
2,75,2,45,4,24,4
4,55,2,60,1,3,40
3,65,1,158,2,21,18
3,95,1,150,2,11,38
4,221,2,58,2,32,88
4,221,2,57,2,21,125
3,202,2,155,1,13,312
4,105,1,185,3,25,55
2,14,2,86,2,2,342
5,143,2,36,2,18,178
3,95,2,65,1,21,58
3,146,2,120,1,9,179
3,35,1,250,2,14,28
4,12,1,120,2,7,41
4,114,1,175,2,6,317
4,114,1,200,2,6,321
3,203,1,148,2,18,1
2,21,1,120,2,5,3
3,95,1,159,3,31,358
3,120,1,200,4,16,56
3,95,1,85,2,23,16
3,203,2,90,1,31,112
1,112,2,85,3,0,89
2,8,1,136,2,24,130
2,29,2,85,1,14,81
1,11,2,69,3,9,311
4,69,2,89,1,2,33
3,62,2,110,1,35,90
3,207,2,75,2,4,58
2,215,2,60,3,29,61
2,176,1,105,2,1,36
2,215,2,98,1,33,11
2,52,2,99,3,19,41
4,221,2,53,2,23,156
3,62,3,49,2,25,12
2,64,1,124,2,34,273
3,62,3,60,2,28,120
2,215,2,78,1,32,30
3,96,1,269,1,18,55
3,62,2,61,3,8,95
4,124,3,11,1,0,245
3,128,1,199,3,14,3
3,210,2,150,2,2,56
1,11,2,53,3,12,356
1,25,2,50,1,24,163
4,164,2,55,2,25,38
3,203,1,149,3,32,96
3,96,1,250,2,1,9
2,215,1,185,1,20,44
2,32,1,185,2,25,17
3,128,1,140,3,28,333
3,95,2,45,1,14,128
2,152,2,150,1,1,276
4,69,2,70,2,25,177
2,215,2,66,2,6,173
2,215,2,65,2,22,173
2,14,3,31,1,33,85
2,75,2,55,2,28,68
2,215,2,75,2,16,215
2,46,1,210,2,11,120
2,215,2,120,1,16,85
2,29,2,90,2,6,89
2,29,2,90,2,14,87
2,75,1,115,3,11,165
3,95,1,200,3,2,16
3,62,3,49,2,35,9
3,62,3,49,2,23,10
2,29,2,73,3,8,104
3,210,1,220,2,10,48
3,35,3,85,2,22,365
2,52,1,190,1,9,364
3,96,2,65,1,2,361
2,14,2,48,3,22,94
2,81,1,250,2,4,12
4,4,1,150,2,22,118
3,62,2,150,2,2,67
4,105,2,80,1,5,180
1,193,2,65,1,23,365
3,207,1,250,3,6,46
2,159,2,90,1,8,129
2,215,2,75,1,5,55
4,221,1,125,1,33,95
1,193,2,140,1,31,365
2,44,1,250,3,31,101
3,210,2,100,3,35,112
2,29,2,45,3,9,10
3,95,1,119,1,29,103
3,198,2,197,5,3,95
2,29,2,30,1,18,93
3,65,1,149,3,25,1
3,95,2,76,5,2,66
4,186,1,130,2,17,352
2,64,2,65,3,2,179
2,14,1,100,3,5,4
4,218,1,170,3,24,308
2,215,1,144,6,1,71
1,148,2,45,1,18,153
1,154,2,80,2,28,78
5,3,2,34,4,8,290
2,191,1,119,4,23,31
3,120,2,150,3,17,188
3,128,2,150,3,3,127
2,215,2,60,4,17,131
2,215,1,180,3,1,9
2,109,2,65,3,2,281
3,179,2,100,3,8,361
2,215,2,90,2,2,10
2,152,2,69,1,13,1
5,188,2,85,1,2,353
2,52,1,200,4,6,4
2,29,2,59,1,33,28
3,202,1,248,4,3,100
2,52,2,60,3,2,50
4,69,2,77,2,10,354
4,69,3,100,1,0,179
4,221,2,83,2,0,126
2,61,1,75,3,12,167
4,118,2,64,4,23,8
2,215,1,150,2,3,330
2,215,2,80,1,13,65
2,14,1,75,2,17,77
4,78,2,64,1,7,90
2,217,1,154,2,12,19
2,92,1,160,2,14,45
4,78,2,39,1,22,82
3,203,1,140,5,3,89
2,215,1,122,3,18,61
2,27,1,176,3,0,54
3,210,1,180,3,21,162
4,161,2,55,2,7,155
3,95,1,225,4,0,364
3,95,2,90,1,20,6
2,215,1,140,2,4,213
2,92,1,177,2,23,214
3,95,2,65,2,22,275
2,191,2,50,2,12,41
2,215,1,104,2,5,179
2,92,2,74,5,1,95
2,29,2,75,2,4,64
2,64,2,150,2,1,362
2,75,1,195,2,0,30
2,19,1,97,2,25,148
2,215,1,130,3,1,2
3,36,1,135,3,9,68
2,29,2,58,2,13,3
2,215,2,110,1,3,173
3,210,2,130,5,4,117
5,41,2,50,2,8,37
5,41,2,40,2,4,37
5,41,3,95,3,0,37
3,138,2,89,1,13,2
2,14,2,40,3,7,13
2,14,3,36,1,15,365
1,174,2,69,1,2,330
2,32,2,75,1,25,65
2,14,2,55,2,30,314
2,75,2,88,2,5,86
2,14,3,36,1,16,365
2,129,2,79,1,6,180
2,14,2,43,2,20,344
2,21,2,60,3,1,53
2,53,2,68,2,5,365
2,29,2,70,3,7,11
3,96,2,149,5,13,123
5,41,3,75,2,1,37
4,118,2,95,3,25,245
3,210,1,214,1,8,296
5,41,3,75,2,0,37
2,14,1,80,3,3,105
2,32,1,200,2,7,45
5,195,1,65,2,13,247
4,182,3,30,4,4,365
4,182,3,31,5,1,365
3,96,1,90,4,6,3
3,113,1,200,3,3,13
3,96,1,199,3,25,30
2,61,2,60,3,3,90
4,5,1,115,5,28,38
3,95,2,80,1,28,5
2,159,2,200,2,16,357
2,29,2,150,3,1,26
4,190,1,115,2,31,169
2,160,1,200,1,2,220
2,31,1,119,5,0,220
2,129,1,125,2,1,55
3,96,2,270,6,4,365
3,207,2,72,6,5,361
3,128,1,250,5,5,179
3,202,2,100,3,10,14
2,215,1,200,5,5,35
4,5,1,160,6,2,19
2,61,2,89,1,2,365
2,14,2,55,2,11,4
2,27,2,50,4,5,365
3,87,1,160,3,6,351
3,207,1,80,4,6,56
2,29,2,60,2,32,78
2,75,2,35,3,17,59
2,109,2,60,3,20,62
5,188,1,150,2,27,259
4,184,1,101,1,32,135
4,106,1,165,3,24,51
4,182,3,34,5,2,365
4,182,3,29,5,1,365
3,65,1,209,3,4,83
2,215,2,65,2,1,303
1,66,2,50,1,0,88
4,16,2,105,3,7,343
4,55,2,220,1,5,346
3,96,2,100,1,12,89
2,129,1,97,2,26,81
3,74,2,150,1,17,362
3,207,2,50,1,3,270
3,207,2,47,1,3,90
3,120,1,150,5,20,26
3,207,2,70,2,28,123
2,86,1,150,5,25,54
2,52,1,200,2,13,89
2,14,2,35,1,27,338
3,113,1,220,3,0,24
2,52,1,245,3,5,278
3,128,1,200,2,13,358
2,215,2,75,4,3,29
2,29,2,78,2,18,266
3,203,2,135,1,8,197
2,75,2,65,1,20,164
4,184,3,120,1,16,14
3,203,1,175,1,1,195
4,78,2,85,1,24,341
2,75,2,80,1,18,78
4,78,2,89,1,28,346
1,48,2,40,2,32,132
4,5,2,120,5,2,90
4,118,2,55,1,11,281
2,14,2,30,3,7,2
2,90,1,80,2,1,229
2,29,2,75,1,14,48
3,203,2,80,3,1,3
2,14,1,150,2,17,11
1,40,2,48,2,33,47
4,105,2,86,2,3,88
3,207,1,110,2,9,157
3,95,1,200,2,20,11
2,52,2,59,2,25,60
1,135,2,68,1,16,347
4,151,2,65,1,6,335
2,14,2,65,2,22,288
3,62,2,80,2,1,181
2,29,2,40,2,21,343
2,53,1,160,2,3,167
2,14,1,165,3,0,83
3,87,1,250,1,28,25
3,62,2,66,2,23,5
2,14,2,85,2,15,257
2,53,3,25,4,19,16
2,53,3,25,1,26,23
4,55,1,100,4,2,26
4,60,2,75,2,1,363
2,53,3,25,1,25,2
3,202,2,150,1,0,177
2,8,1,134,2,35,34
4,184,2,100,5,1,365
4,69,2,140,1,4,79
4,184,2,95,5,1,90
2,75,1,102,2,0,36
2,14,2,40,1,16,310
3,65,1,120,4,5,1
2,52,1,115,3,32,168
2,14,2,109,1,16,179
2,14,2,99,1,24,179
4,184,1,185,2,30,146
2,75,2,70,1,31,51
2,52,1,89,2,0,6
1,48,2,40,1,1,8
3,203,1,150,5,4,53
2,52,1,200,3,2,362
4,151,1,90,4,12,193
3,95,1,160,1,2,10
4,182,3,30,4,0,365
4,5,2,63,4,10,74
2,29,1,180,3,2,15
2,160,2,100,3,2,89
4,55,2,42,3,11,244
3,65,1,160,4,6,6
4,106,1,83,3,29,48
3,62,2,95,5,14,137
2,75,1,75,5,14,19
3,207,2,48,1,7,176
4,124,1,150,2,27,317
3,62,2,150,2,18,112
3,207,1,250,2,0,67
3,128,1,260,2,7,276
2,64,2,85,3,10,90
2,82,2,60,3,6,38
1,133,2,50,5,8,22
1,133,2,85,5,5,365
4,78,2,56,1,19,45
2,52,2,69,2,15,359
4,190,1,261,1,14,240
1,17,2,100,3,36,49
4,30,2,250,1,2,365
2,61,2,89,1,3,365
3,203,1,225,3,33,128
2,14,2,75,6,1,88
2,52,2,58,3,24,6
2,29,2,89,1,10,247
2,52,2,50,2,25,179
4,114,1,75,1,31,361
3,95,2,70,1,0,56
4,60,2,60,2,4,325
2,14,1,119,3,7,9
2,21,2,60,5,5,364
2,14,1,99,2,3,3
2,81,2,75,5,6,167
4,5,3,40,1,18,165
3,179,2,100,3,6,3
3,198,2,149,1,16,337
3,179,1,249,3,1,363
3,95,1,140,1,4,8
3,95,1,145,2,5,5
3,95,1,95,2,16,140
2,215,2,90,5,1,73
1,48,1,102,2,24,288
3,104,2,60,2,4,359
2,159,2,75,2,11,1
3,95,1,75,4,8,69
3,95,2,86,2,7,87
4,69,3,65,1,4,179
2,129,1,149,2,22,83
2,52,1,215,2,14,13
3,62,1,250,1,8,37
3,95,2,85,1,9,364
3,207,2,52,5,11,310
4,164,1,268,2,2,5
4,164,1,268,3,1,173
3,65,2,149,3,36,109
4,167,2,75,2,2,341
2,14,1,125,2,4,70
1,135,2,35,1,24,150
3,113,2,130,1,11,147
2,64,2,40,2,17,334
2,52,1,245,3,11,280
4,114,1,50,1,14,356
3,95,1,115,6,5,192
2,14,2,150,2,0,88
3,95,1,220,3,12,230
4,78,2,70,1,7,347
3,95,1,149,5,17,3
1,156,3,28,1,18,60
2,29,2,65,2,23,339
2,31,1,250,3,0,270
2,61,2,90,3,1,179
4,126,2,70,2,6,156
2,215,2,200,3,5,85
2,92,2,99,1,5,365
1,211,2,28,1,26,123
4,105,2,55,4,23,112
2,52,1,180,1,12,109
2,24,2,65,1,23,204
3,120,1,200,2,15,129
2,191,1,100,5,12,106
3,95,2,80,2,13,238
3,202,1,59,1,4,24
3,95,2,70,3,17,230
2,29,2,100,1,5,88
3,95,2,70,2,14,238
3,96,1,269,4,26,49
4,105,2,55,2,29,149
2,92,2,70,1,4,97
4,106,2,60,1,22,363
3,207,1,80,2,28,41
2,81,1,115,2,4,95
2,29,2,45,1,30,327
2,215,2,63,5,24,7
2,29,2,47,2,30,303
4,72,2,50,1,18,71
2,14,1,110,1,20,19
4,106,2,83,2,2,26
1,156,3,28,1,17,83
1,156,3,28,1,29,89
4,184,2,180,1,0,179
4,114,2,180,1,3,180
4,184,2,200,1,2,179
2,29,2,69,1,28,36
3,128,2,75,5,0,72
4,186,1,150,2,23,175
4,118,1,134,2,9,163
4,118,1,134,2,8,144
4,55,2,65,4,16,23
3,113,2,120,2,32,264
1,135,2,55,1,32,76
2,92,1,175,4,35,69
4,105,2,50,3,1,155
3,202,2,90,3,5,56
2,215,1,175,3,12,54
3,146,2,68,1,28,21
2,183,1,99,3,3,1
4,151,2,110,1,0,363
2,53,1,110,2,29,63
3,192,1,84,1,25,257
4,106,2,60,2,11,157
2,29,2,65,2,24,351
2,29,2,65,2,22,348
2,29,2,65,2,30,359
3,95,2,120,1,7,89
4,106,2,225,1,1,364
4,105,2,45,3,3,132
3,62,2,105,1,33,26
2,42,2,175,2,9,17
2,20,2,98,1,9,25
1,79,3,55,1,3,83
2,29,2,55,2,7,36
2,53,2,100,1,9,330
4,85,1,160,2,12,361
2,81,2,85,5,29,240
4,69,2,45,2,4,324
4,118,1,170,3,31,238
4,78,2,65,1,2,90
4,190,2,65,2,19,356
4,55,1,100,1,27,36
4,55,2,95,1,0,177
4,124,1,150,2,19,309
4,55,2,69,2,2,74
4,107,2,57,1,6,65
2,14,1,190,3,11,179
3,65,1,250,1,2,63
2,215,1,190,4,2,4
3,202,2,149,2,32,75
2,191,1,59,2,26,173
4,69,2,45,2,3,324
4,5,2,75,2,4,164
4,106,2,120,2,31,57
3,210,2,126,2,1,15
2,215,1,207,2,28,271
2,215,2,70,1,30,8
4,190,2,90,1,11,319
4,186,1,64,1,32,259
2,92,2,40,2,24,95
4,5,2,120,1,1,362
3,138,2,100,1,12,58
2,215,2,99,3,13,221
2,215,2,110,3,18,234
2,75,1,120,5,3,231
1,206,2,37,1,14,332
4,190,2,75,2,15,342
4,190,2,65,2,13,341
2,191,2,55,1,31,361
2,81,2,67,1,36,329
4,190,2,65,2,26,355
2,160,2,40,1,2,37
3,35,1,200,3,21,42
3,96,1,230,2,6,4
2,21,3,30,5,7,365
2,215,1,145,4,5,1
2,14,1,150,4,9,132
4,151,2,65,1,5,334
4,124,2,65,2,4,254
4,190,1,260,1,15,267
3,202,1,125,2,17,70
1,48,2,45,1,28,161
2,77,2,37,2,28,38
3,36,2,100,2,35,6
1,180,2,42,2,23,109
2,52,2,85,1,9,173
4,124,1,166,4,31,280
4,190,3,39,2,18,344
3,96,1,97,2,1,8
2,215,1,220,4,3,16
2,183,1,195,4,22,67
2,52,1,125,3,25,139
2,64,1,90,1,34,122
3,203,1,100,2,17,18
2,61,2,89,1,1,365
1,119,2,100,3,0,364
1,39,2,26,1,20,3
3,96,2,200,3,8,332
2,14,1,139,1,8,118
2,215,2,50,2,9,4
2,64,1,175,3,22,285
2,29,1,120,2,10,4
2,215,1,150,2,14,2
2,32,1,180,3,4,5
2,29,2,63,3,2,365
2,29,2,43,3,5,179
2,21,2,40,1,36,63
2,64,2,40,3,9,180
2,14,2,80,5,12,354
3,95,2,95,2,5,90
3,116,1,150,4,3,179
4,16,2,65,3,10,89
4,190,2,55,2,19,138
4,190,2,49,3,14,106
3,95,2,100,2,11,90
2,14,2,60,3,17,340
2,191,2,59,1,36,352
2,215,2,120,1,23,37
2,53,2,45,1,8,57
3,95,2,150,5,33,58
3,96,3,90,1,11,169
2,81,1,140,2,8,14
4,169,1,150,2,14,97
3,113,2,150,2,2,45
3,138,2,120,1,36,180
2,52,1,110,2,9,15
3,95,1,250,1,36,301
2,29,2,65,2,29,348
2,29,2,65,2,26,349
2,29,2,50,2,22,362
2,29,2,65,2,26,362
4,221,2,35,2,21,16
2,64,1,160,2,22,48
1,133,2,65,5,0,365
3,95,2,200,2,21,38
1,133,1,60,2,20,208
2,92,2,53,5,1,11
2,52,3,149,1,0,363
2,14,1,140,3,18,134
4,12,1,175,3,1,112
3,96,1,199,2,35,200
3,65,2,78,2,1,38
2,160,2,70,1,5,37
2,92,2,120,4,0,49
2,64,2,125,1,3,281
4,107,2,35,2,30,233
4,60,2,54,3,27,35
4,118,2,175,4,1,39
4,51,3,25,2,15,330
4,51,3,26,2,21,352
4,72,1,63,1,11,129
2,191,2,60,1,20,162
2,183,2,47,1,4,362
4,105,3,70,1,2,365
2,14,3,39,1,13,365
2,14,3,39,2,6,343
2,14,3,39,3,13,359
3,203,1,165,1,8,87
5,171,1,200,5,8,244
2,14,2,80,4,1,325
2,14,2,65,3,17,365
4,5,2,70,4,6,63
2,191,2,50,1,22,169
2,191,2,55,1,18,161
3,38,2,120,5,5,25
3,95,2,89,3,15,179
2,27,2,75,2,33,20
4,118,2,75,1,8,3
3,96,2,150,2,31,124
2,14,1,139,1,10,7
4,186,1,70,3,12,323
2,14,1,99,1,21,87
2,42,2,69,3,6,174
4,55,2,55,4,19,89
1,206,2,47,2,13,347
3,207,2,65,5,23,255
2,215,2,65,5,3,31
2,215,2,70,2,14,3
2,215,2,95,2,32,1
4,161,2,41,1,24,351
4,105,1,95,3,12,31
2,14,2,60,2,19,251
3,62,2,59,1,29,247
2,29,2,85,1,1,177
2,215,2,65,3,6,88
2,31,2,80,2,11,5
2,61,2,46,3,13,341
3,113,2,135,2,35,267
2,191,2,26,1,13,141
2,75,2,95,1,12,179
2,14,1,100,2,27,255
2,29,2,60,2,21,57
3,203,2,200,4,0,365
2,14,1,110,2,9,41
4,78,2,53,2,24,359
4,55,1,100,1,9,2
4,98,2,55,2,16,178
2,77,1,85,1,21,82
4,118,2,95,3,1,24
3,207,1,189,3,8,358
3,96,2,97,3,8,10
3,65,2,85,2,26,165
2,52,2,100,2,18,61
3,65,2,140,2,5,149
3,62,1,275,2,2,7
2,61,1,85,1,5,124
2,21,3,31,5,7,365
2,64,2,117,3,4,85
3,62,3,65,2,33,10
2,217,1,105,1,15,269
2,42,1,225,2,29,36
2,8,1,245,3,18,255
2,75,1,185,5,2,33
2,14,1,190,2,3,88
2,14,2,59,2,8,45
3,207,1,96,4,0,17
2,215,2,60,2,23,60
3,62,2,100,3,22,23
2,21,2,60,1,7,179
3,62,3,65,2,27,11
4,4,1,100,1,12,65
3,95,1,99,2,12,6
2,21,2,65,1,16,180
2,21,2,58,1,12,364
3,128,3,75,1,18,52
2,29,2,40,1,0,364
4,5,1,50,2,4,20
2,191,2,80,2,1,65
3,74,1,199,3,5,37
2,61,2,43,6,2,311
4,118,2,200,2,6,90
2,82,2,90,3,12,63
4,124,3,55,1,0,47
1,49,2,35,1,15,70
2,215,1,105,2,1,3
3,192,1,175,3,5,83
3,179,2,100,5,7,16
2,52,1,76,1,25,287
4,118,1,80,4,11,24
2,52,2,80,1,25,11
2,215,1,250,2,7,2
3,116,2,115,5,3,67
2,61,2,46,3,10,311
2,75,1,65,4,11,19
4,60,2,40,2,21,30
2,61,2,100,3,1,305
2,61,2,60,3,11,347
2,61,2,70,3,2,267
2,14,2,53,2,18,333
2,14,1,110,2,7,7
2,14,2,53,2,24,337
3,65,1,59,2,17,79
3,65,2,79,5,8,51
2,191,1,150,4,22,123
2,52,1,200,2,22,20
3,210,2,125,1,7,156
2,215,1,200,2,16,136
3,65,2,125,1,25,68
2,215,2,70,4,1,156
3,179,2,100,3,3,363
1,133,3,40,1,2,88
2,64,2,30,2,3,158
3,65,1,125,3,2,45
3,210,1,225,3,15,6
2,14,2,57,1,13,16
2,176,2,37,1,1,364
4,221,1,115,2,34,81
3,207,2,155,4,0,90
2,191,2,29,1,12,66
3,179,1,275,5,6,9
4,172,1,80,1,9,116
4,161,1,68,2,33,282
2,58,1,250,2,8,29
4,13,2,60,1,9,84
2,215,2,70,3,4,3
1,63,1,60,1,22,279
3,74,2,100,1,31,195
2,31,2,59,2,35,176
4,190,2,119,1,27,27
2,81,2,89,1,24,72
2,183,2,60,2,1,36
3,207,1,66,1,12,5
4,124,1,109,5,1,160
3,62,3,65,1,2,64
3,62,2,83,2,25,161
3,95,2,200,1,2,32
4,106,1,46,1,18,135
2,29,2,50,2,3,32
2,14,2,200,2,5,64
4,124,2,31,2,6,259
3,95,1,180,5,27,88
1,132,2,240,1,0,363
4,78,2,75,1,0,365
2,215,1,160,4,6,10
3,62,2,72,5,21,165
3,35,2,175,2,0,70
2,92,2,180,4,0,170
2,215,2,105,2,13,335
4,118,2,95,1,18,347
2,24,2,69,2,8,4
2,52,1,120,3,33,73
4,80,2,78,2,28,205
4,80,2,58,2,35,235
3,65,2,85,2,21,41
4,106,3,51,1,17,141
2,61,2,99,4,13,48
3,104,2,99,1,3,365
4,186,2,35,1,30,143
2,52,2,75,2,6,12
2,31,2,55,1,9,365
5,41,3,150,2,2,312
4,186,2,50,1,16,137
1,154,1,125,2,7,301
3,96,2,85,2,34,103
3,202,2,80,4,11,156
3,95,1,270,2,12,365
3,128,2,175,2,2,1
3,36,2,185,1,36,233
3,74,2,119,1,27,5
1,79,2,90,1,2,362
2,21,2,57,1,1,365
2,176,2,39,1,1,360
2,21,2,50,1,2,365
2,21,2,55,1,1,298
2,21,2,48,1,0,365
2,160,3,30,2,5,365
2,21,2,50,2,0,365
2,21,2,45,2,3,365
2,21,3,35,1,0,352
2,160,3,30,2,5,352
3,35,1,195,5,21,17
2,160,2,40,2,2,364
2,21,2,60,1,9,180
2,21,2,60,1,9,177
2,160,2,35,2,1,364
3,128,1,249,3,0,179
4,118,1,120,2,36,48
5,47,2,35,1,2,360
3,36,2,110,3,2,66
3,65,2,85,4,7,54
2,29,2,200,2,10,79
3,202,2,200,1,20,313
2,29,1,100,2,16,55
3,62,2,57,1,26,344
1,37,1,84,2,31,166
2,52,2,55,4,1,311
4,118,2,100,1,2,1
2,52,1,100,2,13,20
2,29,1,160,2,20,364
2,14,1,110,4,1,129
3,179,2,249,5,3,5
2,24,2,50,2,27,71
3,116,1,240,2,26,267
2,152,2,100,2,22,292
4,118,2,119,1,2,365
4,5,1,149,2,35,362
3,128,1,250,3,21,80
3,62,2,56,1,20,129
2,42,1,200,5,3,89
4,98,2,65,5,8,170
1,156,1,100,1,25,39
3,35,2,65,3,12,30
2,52,1,150,1,3,95
2,14,2,82,6,8,48
2,29,2,65,3,0,3
2,215,2,80,3,6,6
2,29,2,39,1,5,158
2,14,2,150,2,6,33
3,202,1,160,2,14,170
2,42,1,175,2,5,158
2,81,1,210,4,20,268
2,14,1,125,3,15,175
3,128,1,240,2,14,279
3,74,1,185,2,0,89
3,207,2,140,1,0,363
2,14,1,150,3,11,105
2,75,2,80,1,4,179
2,61,1,135,4,9,365
2,14,1,230,4,29,205
3,146,1,175,2,22,24
2,14,1,139,1,4,7
2,14,2,80,1,15,64
3,95,2,150,1,11,177
2,29,2,90,1,2,29
2,64,1,200,3,1,4
1,17,2,65,3,26,46
3,120,1,175,2,11,6
3,36,2,125,2,35,315
4,78,2,48,1,35,79
3,207,1,80,1,20,28
3,116,2,95,2,2,23
3,65,2,90,3,1,5
4,5,2,80,1,7,85
2,81,1,134,2,15,41
2,14,2,55,3,1,89
2,29,2,74,1,26,34
2,215,1,160,2,21,335
3,96,3,65,1,17,198
4,105,1,128,3,33,325
4,186,2,45,2,15,262
2,215,2,65,2,7,255
3,95,2,120,3,3,295
3,131,1,135,2,4,22
1,135,2,42,5,7,321
3,62,2,66,1,21,64
4,5,2,105,1,2,359
1,112,2,65,2,0,364
4,51,3,40,2,10,356
4,118,2,70,1,2,342
2,14,2,72,6,6,66
1,180,2,38,2,11,188
2,21,2,45,1,3,357
1,135,2,79,2,2,88
1,135,2,120,1,29,312
4,221,2,90,1,2,173
2,61,2,125,1,7,364
3,202,1,135,1,20,1
3,120,2,120,3,5,361
4,105,2,68,4,22,100
2,24,1,105,2,6,332
3,131,2,75,1,29,8
2,215,1,215,1,5,165
2,215,2,80,3,1,8
4,80,2,150,2,1,365
2,160,3,25,2,4,365
3,96,1,120,5,0,40
3,207,1,120,2,16,365
2,29,3,25,4,14,62
2,29,3,25,4,17,80
2,31,1,78,1,10,3
3,35,1,69,1,2,1
3,74,3,150,2,11,270
3,179,2,134,1,3,70
4,124,2,42,1,1,178
3,96,2,100,1,15,27
2,52,1,80,4,12,29
2,215,2,95,2,7,3
2,32,1,175,2,14,119
3,96,1,200,5,2,15
4,5,2,100,3,2,364
4,78,2,70,1,5,5
1,150,2,80,2,20,188
4,45,2,60,2,19,331
2,75,1,89,1,22,35
4,221,2,53,2,33,157
4,161,1,60,3,25,143
2,129,1,125,3,6,173
3,179,2,115,1,31,1
3,203,1,138,3,24,1
2,61,1,140,3,33,116
3,62,2,120,2,27,188
3,145,1,225,1,2,179
2,53,2,80,1,3,1
2,14,1,85,3,34,42
4,60,2,79,1,8,96
2,64,2,150,2,1,354
3,95,2,56,3,17,228
2,160,2,70,2,4,321
2,61,1,120,3,23,121
1,79,2,39,2,24,211
2,42,1,200,3,2,16
3,96,2,250,1,4,365
3,36,2,106,2,9,117
4,164,3,40,1,25,78
1,79,2,48,2,18,34
2,215,2,68,2,5,4
4,105,2,49,2,10,5
2,52,1,185,2,6,2
3,74,1,230,3,8,23
2,14,2,60,1,7,28
2,75,2,60,1,12,90
2,215,2,60,3,12,73
3,203,3,79,3,4,76
3,203,1,275,2,8,24
3,62,1,220,3,21,24
2,109,1,130,1,2,95
2,215,1,95,3,7,363
2,29,2,70,2,2,358
4,167,1,120,2,2,5
2,14,2,70,2,14,365
4,60,1,99,1,34,166
2,29,2,155,1,1,365
2,31,1,125,3,3,85
4,167,2,50,1,14,272
2,183,1,179,2,9,152
2,14,2,75,2,22,308
2,26,1,151,5,4,27
4,5,2,87,2,20,282
3,87,2,100,3,8,13
4,9,3,32,2,6,169
2,29,2,50,2,6,10
2,64,1,150,2,6,171
2,29,3,25,4,27,49
2,215,2,55,3,13,36
2,52,1,200,3,21,327
3,95,2,60,2,1,83
4,165,1,165,2,29,362
4,69,2,55,2,8,315
3,87,2,59,5,18,5
2,14,1,125,3,19,225
2,32,1,125,1,1,34
3,207,2,60,3,8,2
2,29,2,70,2,29,121
3,120,2,80,1,22,123
2,14,2,79,2,18,74
1,48,1,100,3,24,187
3,203,1,150,2,25,129
2,14,2,41,2,18,18
3,96,3,69,1,30,335
2,8,2,65,1,10,4
2,8,2,65,1,7,189
2,8,2,65,1,8,98
2,14,2,60,2,29,292
2,14,2,58,2,0,317
3,95,1,159,2,26,343
3,62,2,110,2,8,14
2,14,2,49,2,15,306
2,14,2,49,2,12,305
2,14,2,65,2,11,282
2,14,2,49,2,10,313
2,14,2,49,2,9,312
2,14,2,65,2,7,285
2,14,2,49,2,9,308
4,221,2,50,2,14,308
2,27,2,45,1,16,139
3,95,2,60,3,35,5
2,52,2,99,1,9,249
3,145,1,225,1,8,179
3,36,1,105,2,15,160
3,95,1,150,3,16,50
